Complaint ID	Date Sumbited	Product	Sub-product	Issue	Sub-issue	Company public response	Company	State	ZIP code	Tags	Consumer consent provided?	Submitted via	Date Received	Company response to consumer	Timely response?	Consumer disputed?
286735000%	27-03-2018	Mortgage	Other type of mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	3023800%		N/A	Referral	4325500%	Closed with explanation	Yes	N/A
297572200%	28-07-2018	Debt collection	Other debt	Communication tactics	Frequent or repeated calls	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	1360100%	Service Member	Consent not provided	Web	28-07-2018	Closed with non-monetary relief	Yes	N/A
298741500%	4338100%	Checking or savings account	Checking account	Problem with a lender or other company charging your account	Money was taken from your account on the wrong day or for the wrong amount	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9023200%		Other	Web	4338100%	Closed with explanation	Yes	N/A
298724600%	4338100%	Checking or savings account	Checking account	Managing an account	Cashing a check	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	4338100%	Closed with explanation	Yes	N/A
287304500%	28-03-2018	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	1123000%		N/A	Referral	4343800%	Closed with explanation	Yes	N/A
299084600%	14-08-2018	Checking or savings account	Other banking product or service	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				Consent not provided	Web	14-08-2018	Closed with explanation	Yes	N/A
299016700%	13-08-2018	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card		Cumulus Financial	NY	1225300%		N/A	Phone	15-08-2018	Closed with explanation	Yes	N/A
298770600%	4338100%	Checking or savings account	Other banking product or service	Managing an account	Funds not handled or disbursed as instructed	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Referral	4338100%	Closed with explanation	Yes	N/A
299021800%	13-08-2018	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Application denied	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	14-08-2018	Closed with explanation	Yes	N/A
281488000%	14-02-2018	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	1260300%		Consent not provided	Web	14-02-2018	Closed with explanation	Yes	N/A
279860900%	31-01-2018	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	117XX		Consent not provided	Web	4328300%	Closed with explanation	Yes	N/A
295794600%	4331900%	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Referral	4335000%	Closed with explanation	Yes	N/A
56907600%	23-10-2013	Student loan	Non-federal student loan	Repaying your loan			Cumulus Financial	NY	128XX		N/A	Web	24-10-2013	Closed with explanation	Yes	No
285919300%	29-03-2018	Credit card or prepaid card	Store credit card	Incorrect information on your report	Account information incorrect	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CO	8091100%		N/A	Phone	29-03-2018	Closed with explanation	Yes	N/A
